text,other,economic.liberal,economic.conservative,campaignfinance.corruption.opengovernment,crime.police,criminaljusticereform,domestic.violence,drugabuse,environment.climatechange,guncontrol.conservative,guncontrol.liberal,healthcare.bipartisan,healthcare.conservative,healthcare.liberal,education.liberal,education.conservative,infrastructure.roads.transportation,king.veterans,lgbt.anti,lgbt.pro,marijuana.anti,marijuana.pro,prochoice.womenshealth,prolife,raceissues.liberal,gerrymandering.anti,voting.conservative,voting.liberal
"A couple days ago I got to tour the Cardinal Glass plant in Menomonie with plant manager Wayne McAtee. It was a great tour and I learned a lot about how glass is made. The hottest part of their oven is 1600 degrees Celsius!!



But perhaps the most important thing I learned, as a possible Representative, came from good talks in Wayne's office. What I learned is that employers like Cardinal are having a hard time getting good workers to fill their job openings.  As a Representative I would work on this issue. We always try to increase the number of jobs available to people in our area, but I think we need to spend some time making sure we have the good workers that employers are looking for to fill those jobs too.



Thanks for your time and open conversations with me about finding quality employees Wayne!",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Stanek Tool of New Berlin promotes apprenticeship program to ease skills gaps: ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Success of Democratic worker training bill highlighted by @GovWalker during the #SOTSWI ,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
WEDC is now accepting applications for the Fabrication Laboratories (Fab Lab) Grant Program. It helps public schools build or expand Fab Labs that provide students with training on valuable job skills. Wisconsin Assembly Republicans were proud to support this grant program for more Fab Labs in our state.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
#skillsgap - problem / project based learning -&gt; learning that results in demonstrating skills learned,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Yesterday, I attended the Junior Open House for the Career Education Cooperative held at UW-Richland.  I had the opportunity to learn about this wonderful program that is helping high school students to create long-term career plans.  

Southwest Tech UW-Richland Riverdale School District Seats Incorporated Foremost Farms USA Alcam Creamery Amish Country Hand Rolled Butter Rockwell Automation, Inc. Allen-Bradley",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"There are 8 more open interview meetings where youth can apply for the Wanda Fullmore Youth Internship Program! 



Please share this information with City of Madison teens, and other youth workers!



This program will provide approximately 50 teens with paid training and summer internships with several City of Madison departments and divisions. Youth will develop valuable leadership and employment skills, and learn about several different career paths. Each intern will be paid $9.00 per hour for training and employment. Please visit our website (",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
#skillsgap - We should be requiring instruction of learning theory / #activelearning for instructors and teachers,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Middle-skill jobs...the education and training system isn’t doing a great job of getting people ready for them.

",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Streamlining workforce development programs allows the Wisconsin Department of Workforce Development to use funds for workforce education more efficiently and increase opportunities for workers, from students to displaced workers, to find jobs. Instead of spending more taxpayer dollars, we will do this by reallocating funds from ineffective programs.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Racine jobless rate still No. 1. We need 2 do more 2 train workers for skilled jobs available.  ,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox Valley Technical College continues to prepare young people for jobs in the Fox Cities.  Congrats to them for launching their new Automotive Youth Educational Systems (AYES).,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Wisconsin should be a place of opportunity and dignity. This invasive, costly, and unnecessary proposal does nothing to help our neighbors and families. 



""Barnes says the idea sends the wrong message.



“'It aids the stigma that people who are in need, who are poor, are drug users. Which is not the case,' Rep. Barnes said.



""Barnes believes this measure will be challenged. Eleven states currently require drug-testing of welfare recipients — but last month, a Florida court ruled a similar law unconstitutional.""",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
" @TalkPoverty: 20 years post-welfare reform, conservatives are dead wrong to model other programs off TANF ",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"Well, well. Maybe they should start drug testing businesses before getting corporate welfare.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"Housing is a human right!



Wisconsin does an embarrassing job at supporting those who are navigating life without a home. 



Add to that the injustices the system deals to young people who are homeless and unaccompanied.



We can do better. 



We must do better. 



Now!",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Milwaukee Representative Mandela Barnes says Governor Walker's thinking is flawed. And other states have found similar laws unconstitutional.



""Rep. Barnes says, 'We call it villianizing the poor, assuming there's a huge percentage of people who are receiving food share benefits, who are abusing drugs.'""",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"AB 222 would add new barriers for FoodShare participants, making it harder for senior citizens, individuals with disabilities, and hard working families to put food on their tables.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"""According to the Wisconsin State Journal report, 4,500 recipients found work through the job training program for FoodShare.  However, only 7 percent of those in the program found new employment while more than 50 percent of those sent to participate had their food stamps dropped.



""Democratic state Rep. Mandela Barnes of Milwaukee reaffirmed his call to Gov. Scott Walker to waive the three-month time limit for recipients to find work so that those without jobs can continue getting food stamps.



""'Allowing thousands of people that I represent in the greater Milwaukee area to starve is cruel and unnecessary, and we need immediate action to ensure that these families are receiving the resources they need and deserve,' Barnes said.""",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
 @WheelerReports: Subeck sponsors bill to help those on food assistance make better nutritional choices. ,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"Here is my latest guest view regarding the failure of the GOP to say or take any action regarding WEDC's loan to BCI and the scathing audit released recently by the Legislative Audit Bureau.



""Are Republicans really interested in combating fraud in state programs?  Or are they more interested in scapegoating low-income working people for political purposes while they protect their well-heeled friends?  If it's really the integrity of state government and protecting taxpayers that are their priorities, they need to deal with the WEDC problem,now.""",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
" @MollyBeck: Jorgensen: Bill spending $7M to put photos on FoodShare debit cards but not req the cards to be shown to buy food is ""foolis…",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
" @CatoInstitute: When welfare benefits are more than what a low-skilled worker earns, they discourage working: ",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"If we do drug testing on people who receive benefits, then, in that event, we need to test legislators for drug use. Why is it always the poor who are subjected to demeaning requirements? Also, based upon the experience of other states, only 5% of people who receive food assistance have drug problems. The cost of these tests will far surpass any recouped benefit.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
 @Ryan_Solen: @SpeakerRyan Congressman Paul Ryan: filling souls by cutting poverty assistance since 1998. ,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Assembly Public Benefits Reform Committee has two bills on the agenda today. If passed and signed into law, both bills would make it harder for our state’s most vulnerable residents to utilize FoodShare to put food on their families’ tables.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
 @andrewlacombe: UPDATE: Budget committee approves spending more on drug treatment ,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"Instead of adding new roadblocks for families and seniors already struggling to put food on their tables, these bills put the focus right back where it needs to be – on better nutrition outcomes for FoodShare participants.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Wisconsin State Assembly is in session. Today we're taking up legislation to require people on food stamps to shop from a list of ""healthy"" foods meant for pregnant women and infants, as well as force people to pee in a cup in order to get their food and unemployment benefits. This legislation is meant as a distraction from the Republicans' harmful budget that guts our public programs, from education to natural resources to long-term care programs and state parks. 



If Assembly Republicans are serious about forcing these policies on people who live in poverty, they should lead by example and pee in a cup every time they accept their paychecks, per diems, and mileage reimbursements, and they should be willing to eat food from the same list they're forcing on others. It's that simple. Assembly Democrats introduced ""us first"" amendments to hold them to this, but of course they rejected them. It's easy to tell others what to do when you're not willing to do it too.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Barnes says the work requirement rule that impacted the FoodShare program in April hasn't been successful. He says only 7% in Milwaukee have found employment to keep their benefits, and 2,700 per month are being kicked out of the program.



""Barnes says many in Milwaukee simply cannot find jobs.



""'We`re experiencing a lot of collateral damage -- a lot of people who have done nothing wrong except live in a place where the job opportunities are limited,' Barnes said.""",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
 @RepJorgensen: Honest people who get tripped up UI filing process should NOT be lumped in w/ the bad apples &amp; kicked off of unemployment…,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
" @madcommons: Rep. @LisaSubeck refutes FoodShare changes, argues for more opportunities rather than restrictions ",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"""...punishing the poor has become a goal in itself...""  We really do live in completely different universes.



",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"As a member of the Assembly Committee on Public Benefit Reform, I'm pleased to be part of a positive solution to encourage healthy eating and make the FoodShare program work better for Wisconsin residents. You can read more about Michigan's successful program here: ",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
 @gneumann_wkow: .@PeterWBarca says he has a lot of questions about @GovWalker drug testing requirement for public benefits but needs mor…,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Drug testing for thee but not for me.  Republicans used procedural moves to avoid voting on amendments to the bills requiring drug testing for people who get unemployment and W-2 that would have made legislators subject to the same tests.  Wonder what they're afraid of?,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin Assembly Republicans are restoring the intent to Wisconsin's #FoodShare program by bringing nutritious foods to the table with the passage of Assembly Bill 177. Thank you to Representative Rob Brooks for authoring this bill.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Listen to WPR the Joy Cardin show this morning @7 - I'll be talking about UI fraud 2-strikes and FoodShare card photos.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Yesterday, the Wisconsin State Assembly passed four bills that look to curb waste, fraud, and abuse in our public benefit programs. Each bill previously passed through the Assembly's Committee on Public Benefit Reform, which I chair. 



",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
" @DHSWI: #DHSWI #OIG, created by @GovWalker in 2011, protects taxpayer $ by detecting fraud, waste &amp; abuse. #AccountableGov ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"From WisconsinEye:



Should a FoodShare recipient's photo be required on their Quest card? Click on the link to vote.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @SpeakerRyan: Our welfare system actually discourages work because some people lose more money than they gain by taking a job. ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin DOJ sues feds over drug tests for welfare requirement: ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
" @MadPolitics: Lawmaker wants food stamp, drug screen bills ready in days ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Tune in live to WO we're talking about changes to unemployment benefits and AB 305,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
We need to make sure these public assistance programs are used appropriately and are helping our most vulnerable. Today the state Assembly will take up four bills that will fight fraud and abuse in government programs.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Assembly to tackle fraud in FoodShare and Unemployment Insurance programs:



",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Since last April we have helped over 14,000 people move from government assistance to true independence! The state will always be there to help those in need as long as they continue to look for employment or seek to further their education.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Can Wisconsin replicate Maine’s food stamp success?



",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Madison- State Representative Janel Brandtjen (R- Menomonee Falls) has introduced legislation designed to restore the original intent of Wisconsin’s foodshare program. AB 177 coauthored by Rep. Rob Brooks (R-Saukville) and Brandtjen will provide oversight as to what food items may be purchased by those using taxpayer dollars to help feed their families.  



Right now a family of four can get up to $649 per month to provide food for their families.  Under current law, the head of the household can spend the entire amount on non-nutritional items that could lead to obesity, diabetes, high blood pressure and other health related issues.  



“We in the legislature have an obligation to make sure hard earned tax dollars are spent appropriately.  While I’m confident that most families do not abuse the program this bill assures that 67% of the food share dollars provided to families are spent on healthy foods including meats, vegetables and dairy products.” Brandtjen said. “The bill is about protecting the integrity of a program that uses taxpayer dollars.” She added.



In addition to the requirement that 67% of foodshare dollars a family spends is spent on nutritious food, the bill also prohibits the purchase of high end items such as lobster, crab or shrimp. Representative Brandtjen points out that the families who currently make nutritious purchases will not notice a change in the program.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
" @RepJorgensen: GOP pushed FoodShare limits &amp; drug testing, but it's going to take much more to distract from #dumpsterfire #WIbudget htt…",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Should a FoodShare recipient's photo be required on their Quest card? Click below to vote. #wipolitics #wiright ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Join me at 7:00 a.m. on Monday!  I'll be on the Joy Cardin show talking about the two-strikes UI fraud bill and the FoodShare photo ID bill.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"This week's e-update:  Fighting fraud, waste and abuse in public benefit programs.  ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin will be fighting fraud and encouraging responsibility by charging food stamp recipients a fee for ordering replacement cards ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Up to $197 million will be spent on FoodShare this year than in 2014.



Improving economy or requirement to look for a job while on the program?



",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
